Date,Open,High,Low,Close,Adj Close,Volume
2018-10-11,3953.500000,4020.419922,3890.179932,3919.649902,3919.649902,0
2018-10-12,4017.469971,4026.520020,3939.659912,4005.310059,4005.310059,0
2018-10-15,3980.689941,4003.050049,3951.750000,3963.090088,3963.090088,0
2018-10-16,4012.979980,4092.550049,4009.620117,4085.100098,4085.100098,0
2018-10-17,4108.950195,4112.299805,4049.260010,4082.260010,4082.260010,0
2018-10-18,4058.989990,4059.409912,3971.719971,3988.739990,3988.739990,0
2018-10-19,4017.580078,4043.530029,3951.250000,3960.750000,3960.750000,0
2018-10-22,3988.500000,4004.399902,3951.780029,3983.080078,3983.080078,0
2018-10-23,3898.110107,4005.209961,3873.590088,3986.300049,3986.300049,0
2018-10-24,3945.889893,3955.469971,3769.989990,3772.889893,3772.889893,0
2018-10-25,3832.959961,3919.149902,3831.159912,3893.429932,3893.429932,0
2018-10-26,3751.209961,3857.379883,3727.699951,3792.570068,3792.570068,0
2018-10-29,3867.649902,3869.909912,3673.199951,3739.989990,3739.989990,0
2018-10-30,3741.330078,3818.070068,3733.469971,3815.669922,3815.669922,0
2018-10-31,3875.110107,3925.699951,3863.840088,3899.090088,3899.090088,0
2018-11-01,3906.659912,4015.090088,3890.959961,4011.989990,4011.989990,0
2018-11-02,4019.050049,4030.979980,3935.169922,3970.929932,3970.929932,0
2018-11-05,3966.100098,3971.709961,3907.389893,3956.669922,3956.669922,0
2018-11-06,3957.530029,4011.600098,3957.270020,4009.600098,4009.600098,0
2018-11-07,4053.669922,4090.000000,4032.340088,4085.770020,4085.770020,0
2018-11-08,4060.719971,4098.229980,4055.580078,4075.120117,4075.120117,0
2018-11-09,4025.570068,4031.489990,3952.379883,3992.139893,3992.139893,0
2018-11-12,3944.580078,3945.310059,3843.709961,3852.899902,3852.899902,0
2018-11-13,3882.870117,3945.689941,3868.629883,3882.840088,3882.840088,0
2018-11-14,3927.439941,3948.570068,3852.149902,3876.929932,3876.929932,0
2018-11-15,3871.370117,4005.969971,3871.010010,3993.689941,3993.689941,0
2018-11-16,3923.939941,3997.040039,3920.000000,3977.270020,3977.270020,0
2018-11-19,3956.790039,3966.850098,3819.929932,3826.699951,3826.699951,0
2018-11-20,3739.570068,3846.820068,3733.520020,3798.909912,3798.909912,0
2018-11-21,3856.659912,3881.139893,3823.330078,3848.459961,3848.459961,0
2018-11-23,3808.530029,3859.379883,3807.479980,3834.439941,3834.439941,0
2018-11-26,3893.169922,3911.790039,3863.830078,3910.639893,3910.639893,0
2018-11-27,3888.310059,3931.709961,3868.530029,3908.739990,3908.739990,0
2018-11-28,3944.949951,4015.530029,3891.659912,4015.050049,4015.050049,0
2018-11-29,3990.370117,4007.760010,3957.669922,3974.360107,3974.360107,0
2018-11-30,3988.340088,4037.600098,3959.129883,4037.560059,4037.560059,0
2018-12-03,4134.750000,4141.299805,4078.239990,4118.100098,4118.100098,0
2018-12-04,4095.000000,4099.649902,3944.429932,3949.879883,3949.879883,0
2018-12-06,3857.620117,3954.620117,3844.459961,3954.459961,3954.459961,0
2018-12-07,3934.409912,3954.979980,3801.320068,3816.659912,3816.659912,0
2018-12-10,3811.989990,3876.159912,3785.290039,3860.060059,3860.060059,0
2018-12-11,3933.080078,3949.760010,3852.649902,3878.189941,3878.189941,0
2018-12-12,3947.790039,3984.760010,3919.159912,3930.229980,3930.229980,0
2018-12-13,3955.629883,3964.270020,3902.250000,3920.610107,3920.610107,0
2018-12-14,3864.899902,3908.840088,3835.949951,3837.820068,3837.820068,0
2018-12-17,3824.739990,3856.649902,3730.300049,3754.219971,3754.219971,0
2018-12-18,3789.820068,3823.510010,3760.639893,3783.639893,3783.639893,0
2018-12-19,3766.290039,3819.530029,3645.520020,3668.370117,3668.370117,0
2018-12-20,3667.560059,3701.159912,3573.820068,3621.350098,3621.350098,0
2018-12-21,3678.120117,3678.550049,3526.399902,3539.260010,3539.260010,0
2018-12-24,3510.389893,3557.780029,3456.469971,3457.919922,3457.919922,0
2018-12-26,3494.810059,3649.389893,3451.909912,3649.389893,3649.389893,0
2018-12-27,3591.709961,3685.810059,3551.090088,3684.270020,3684.270020,0
2018-12-28,3700.040039,3744.239990,3651.139893,3683.939941,3683.939941,0
2018-12-31,3725.040039,3733.669922,3672.500000,3705.780029,3705.780029,0
2019-01-02,3628.179932,3751.129883,3628.179932,3728.399902,3728.399902,0
2019-01-03,3652.340088,3671.070068,3543.389893,3547.570068,3547.570068,0
2019-01-04,3611.820068,3722.959961,3601.360107,3708.360107,3708.360107,0
2019-01-07,3718.229980,3790.379883,3709.770020,3762.770020,3762.770020,0
2019-01-08,3801.129883,3806.389893,3726.000000,3780.870117,3780.870117,0
2019-01-09,3815.679932,3872.939941,3813.129883,3851.100098,3851.100098,0
2019-01-10,3822.719971,3878.399902,3810.340088,3877.080078,3877.080078,0
2019-01-11,3852.179932,3900.909912,3845.469971,3881.489990,3881.489990,0
2019-01-14,3831.000000,3848.800049,3809.280029,3828.090088,3828.090088,0
2019-01-15,3848.760010,3887.389893,3846.110107,3869.500000,3869.500000,0
2019-01-16,3869.469971,3894.469971,3856.409912,3858.290039,3858.290039,0
2019-01-17,3833.360107,3906.429932,3823.270020,3888.330078,3888.330078,0
2019-01-18,3922.489990,3989.189941,3908.469971,3971.489990,3971.489990,0
2019-01-22,3935.919922,3936.949951,3849.570068,3874.739990,3874.739990,0
2019-01-23,3898.550049,3919.550049,3832.959961,3871.620117,3871.620117,0
2019-01-24,3925.030029,3997.590088,3925.030029,3988.800049,3988.800049,0
2019-01-25,4048.409912,4094.739990,4023.250000,4083.360107,4083.360107,0
2019-01-28,3989.510010,4044.320068,3978.850098,4034.120117,4034.120117,0
2019-01-29,4040.979980,4047.350098,3976.810059,3984.469971,3984.469971,0
2019-01-30,4040.179932,4107.939941,4014.989990,4099.410156,4099.410156,0
2019-01-31,4106.850098,4163.029785,4099.250000,4139.609863,4139.609863,0
2019-02-01,4151.720215,4203.720215,4148.520020,4186.379883,4186.379883,0
2019-02-04,4186.750000,4233.490234,4174.000000,4230.160156,4230.160156,0
2019-02-05,4230.109863,4262.740234,4227.950195,4253.310059,4253.310059,0
2019-02-06,4290.600098,4333.370117,4289.729980,4311.669922,4311.669922,0
2019-02-07,4261.540039,4279.520020,4199.879883,4234.680176,4234.680176,0
