Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,253.190002,254.559998,252.039993,252.210007,238.913162,3306200
2018-10-16,254.139999,258.100006,253.699997,257.579987,244.000031,3308500
2018-10-17,257.750000,258.339996,255.070007,257.670013,244.085297,2845800
2018-10-18,256.750000,257.350006,252.690002,254.050003,240.656128,3046800
2018-10-19,254.669998,256.619995,253.149994,253.850006,240.466705,2684200
2018-10-22,254.550003,254.860001,252.169998,252.800003,239.472031,2102000
2018-10-23,249.000000,252.580002,246.839996,251.279999,238.032196,5206500
2018-10-24,251.190002,251.550003,243.250000,243.779999,230.927597,4065700
2018-10-25,245.710007,249.789993,244.669998,248.149994,235.067184,4443800
2018-10-26,244.339996,246.979996,241.039993,243.759995,230.908661,5278700
2018-10-29,247.029999,248.350006,238.789993,242.500000,229.715073,5126200
2018-10-30,242.309998,246.380005,241.800003,246.210007,233.229492,3619100
2018-10-31,248.720001,251.080002,248.270004,248.789993,235.673416,4073400
2018-11-01,249.630005,251.539993,248.460007,251.369995,238.117432,2870700
2018-11-02,252.440002,252.899994,247.750000,249.809998,236.639648,3184500
2018-11-05,250.320007,251.789993,249.389999,251.229996,237.984802,1912100
2018-11-06,251.179993,252.979996,251.119995,252.820007,239.490982,2255200
2018-11-07,255.070007,258.320007,254.649994,258.160004,244.549454,3090800
2018-11-08,257.489990,258.440002,256.649994,257.720001,244.132660,2466900
2018-11-09,256.500000,256.640015,253.809998,255.339996,241.878128,3078700
2018-11-12,254.690002,254.960007,249.949997,250.410004,237.208054,2710200
2018-11-13,250.960007,253.009995,249.279999,249.990005,236.810196,3097000
2018-11-14,251.960007,252.339996,246.660004,248.279999,235.190338,3619900
2018-11-15,247.020004,251.389999,245.429993,250.850006,237.624847,3911900
2018-11-16,249.770004,252.470001,249.259995,251.490005,238.231140,2342800
2018-11-19,250.940002,251.210007,246.350006,247.320007,234.280930,2973700
2018-11-20,243.839996,245.320007,241.830002,242.770004,229.970856,5000900
2018-11-21,244.240005,245.440002,243.520004,243.580002,230.738144,2425500
2018-11-23,241.800003,243.350006,241.729996,242.009995,229.250900,830900
2018-11-26,244.229996,245.839996,243.850006,245.800003,232.841080,2498500
2018-11-27,244.729996,246.600006,244.119995,246.570007,233.570526,2849700
2018-11-28,247.720001,252.330002,246.750000,252.330002,239.026840,3723300
2018-11-29,251.539993,253.250000,250.360001,251.809998,238.534241,3279400
2018-11-30,251.639999,253.940002,251.350006,253.479996,240.116180,2992800
2018-12-03,257.649994,257.739990,255.059998,256.609985,243.081161,3943500
2018-12-04,255.850006,256.269989,248.059998,248.649994,235.540848,3837400
2018-12-06,244.419998,248.089996,241.130005,248.020004,234.944061,7712700
2018-12-07,247.630005,249.240005,241.369995,242.259995,229.487747,3928400
2018-12-10,242.000000,243.619995,237.619995,242.550003,229.762466,5983700
2018-12-11,245.949997,246.119995,241.190002,242.619995,229.828751,4543200
2018-12-12,245.800003,247.160004,243.850006,243.960007,231.098114,4117000
2018-12-13,244.860001,245.759995,242.699997,243.880005,231.022339,2610800
2018-12-14,241.649994,242.630005,238.770004,239.380005,226.759598,5088500
2018-12-17,237.059998,238.220001,231.679993,233.229996,222.129898,6127200
2018-12-18,235.000000,235.679993,231.479996,233.139999,222.044189,4691400
2018-12-19,233.210007,237.000000,227.779999,229.419998,218.501205,8215600
2018-12-20,228.350006,229.899994,223.539993,225.649994,214.910645,12141900
2018-12-21,226.740005,229.460007,220.570007,221.160004,210.634369,11811600
2018-12-24,219.740005,220.800003,215.070007,215.070007,204.834229,8493500
2018-12-26,216.880005,226.100006,214.830002,225.949997,215.196411,11598000
2018-12-27,222.960007,228.119995,219.600006,228.050003,217.196457,9578400
2018-12-28,229.320007,231.070007,226.520004,227.759995,216.920242,7436100
2018-12-31,229.309998,229.970001,227.449997,229.809998,218.872681,6683900
2019-01-02,226.179993,230.850006,226.020004,229.990005,219.044128,4891300
2019-01-03,228.100006,228.419998,223.970001,224.500000,213.815399,3329600
2019-01-04,227.539993,232.619995,227.149994,231.910004,220.872742,5100100
2019-01-07,232.289993,235.229996,231.320007,233.649994,222.529938,3706000
2019-01-08,236.050003,236.460007,233.429993,235.919998,224.691910,3546600
2019-01-09,236.710007,237.940002,235.460007,237.009995,225.729980,4565000
2019-01-10,235.649994,238.169998,234.850006,238.000000,226.672897,2813500
2019-01-11,236.850006,238.000000,236.240005,237.889999,226.568115,2551000
2019-01-14,236.100006,237.389999,235.690002,236.580002,225.320480,2653400
2019-01-15,236.970001,239.589996,236.970001,239.350006,227.958664,5103700
2019-01-16,239.720001,240.770004,239.520004,239.880005,228.463455,4066700
2019-01-17,239.000000,242.550003,238.949997,241.669998,230.168228,3059000
2019-01-18,243.559998,245.369995,242.759995,244.919998,233.263535,4943300
2019-01-22,243.389999,243.580002,239.970001,241.660004,230.158707,5786300
2019-01-23,242.679993,243.339996,239.580002,242.020004,230.501602,3076400
2019-01-24,241.899994,242.820007,240.910004,242.259995,230.730164,2197100
2019-01-25,244.110001,245.110001,243.669998,244.320007,232.692123,3677500
2019-01-28,242.089996,242.490005,240.630005,242.429993,230.892059,2407800
2019-01-29,242.550003,243.119995,241.270004,242.130005,230.606354,2436900
2019-01-30,243.660004,246.779999,242.880005,245.960007,234.254044,6028400
2019-01-31,245.860001,248.529999,245.679993,248.009995,236.206467,5308100
2019-02-01,248.309998,249.289993,247.460007,248.220001,236.406509,3718500
2019-02-04,248.300003,250.020004,247.589996,249.990005,238.092270,2541700
2019-02-05,250.440002,251.330002,249.919998,251.100006,239.149445,3613300
2019-02-06,250.750000,251.220001,249.949997,250.789993,238.854187,2052200
2019-02-07,249.039993,249.580002,246.619995,248.330002,236.511261,3907800
2019-02-08,247.009995,248.710007,246.199997,248.649994,236.816025,2512600
2019-02-11,249.279999,249.509995,248.220001,248.779999,236.939850,2986600
2019-02-12,250.380005,252.360001,250.339996,252.000000,240.006561,5980500
2019-02-13,252.820007,253.660004,252.389999,252.759995,240.730408,3569100
2019-02-14,251.649994,253.360001,250.830002,252.199997,240.197067,3247800
2019-02-15,254.029999,255.000000,253.809998,254.979996,242.844757,2806600
2019-02-19,254.149994,256.089996,254.149994,255.419998,243.263824,2509300
2019-02-20,255.410004,256.380005,254.889999,256.010010,243.825775,2156300
2019-02-21,255.330002,255.639999,254.039993,255.080002,242.940018,2020000
2019-02-22,255.690002,256.809998,255.449997,256.609985,244.397156,2119400
2019-02-25,258.089996,258.609985,256.880005,256.989990,244.759079,2941300
2019-02-26,256.549988,257.640015,256.410004,256.799988,244.578125,4629600
2019-02-27,256.059998,257.019989,255.100006,256.670013,244.454346,2136400
2019-02-28,256.420013,256.880005,255.850006,256.070007,243.882904,2207000
2019-03-01,257.809998,258.209991,256.329987,257.829987,245.559097,2867000
2019-03-04,258.869995,259.100006,254.490005,256.839996,244.616226,3384200
2019-03-05,256.989990,257.170013,255.960007,256.540009,244.330521,2475900
2019-03-06,256.619995,256.619995,254.600006,254.899994,242.768585,2514900
2019-03-07,254.479996,254.600006,251.949997,252.850006,240.816147,6441200
2019-03-08,250.880005,252.449997,250.339996,252.339996,240.330383,4522300
2019-03-11,253.039993,256.119995,253.020004,256.019989,243.835266,1884200
2019-03-12,256.519989,257.459991,256.369995,256.929993,244.701935,2271900
2019-03-13,257.839996,259.589996,257.690002,258.679993,246.368668,1974300
2019-03-14,258.679993,259.119995,258.040009,258.589996,246.282959,1557500
2019-03-15,259.019989,260.570007,258.869995,259.850006,247.482986,3151200
2019-03-18,260.000000,260.989990,259.769989,260.779999,248.368729,1830000
2019-03-19,261.809998,262.589996,259.880005,260.859985,248.444916,4061800
2019-03-20,260.540009,261.769989,258.839996,259.929993,247.559189,3415200
2019-03-21,257.679993,261.859985,257.679993,261.429993,250.389374,2968300
2019-03-22,260.070007,260.609985,256.369995,256.459991,245.629272,4317400
2019-03-25,256.089996,257.279999,254.949997,256.230011,245.408997,2893600
2019-03-26,258.010010,259.119995,256.730011,258.079987,247.180862,3177600
2019-03-27,258.149994,258.730011,255.229996,256.880005,246.031525,2714300
2019-03-28,257.450012,258.220001,256.269989,257.880005,246.989319,1716700
2019-03-29,259.339996,259.720001,258.179993,259.540009,248.579208,2831100
2019-04-01,261.459991,262.779999,261.190002,262.529999,251.442917,3303900
2019-04-02,262.670013,262.850006,261.809998,262.619995,251.529099,1512600
2019-04-03,263.869995,264.250000,262.399994,263.109985,251.998413,1933900
2019-04-04,263.369995,263.959991,262.670013,263.739990,252.601807,1738500
2019-04-05,264.420013,265.059998,264.119995,265.010010,253.818207,1505000
2019-04-08,264.570007,265.309998,263.910004,265.239990,254.038483,1720100
2019-04-09,264.220001,264.540009,263.290009,263.829987,252.688019,2016900
2019-04-10,264.250000,264.839996,263.850006,264.739990,253.559586,2990600
2019-04-11,265.239990,265.239990,264.089996,264.690002,253.511688,1567700
2019-04-12,266.329987,266.769989,265.630005,266.480011,255.226120,1903400
2019-04-15,266.570007,266.640015,265.470001,266.299988,255.053696,1584500
2019-04-16,267.200012,267.239990,265.859985,266.489990,255.235687,2447700
2019-04-17,267.589996,267.609985,265.399994,265.839996,254.613174,1872400
2019-04-18,266.440002,266.600006,265.079987,266.339996,255.092041,2788900
2019-04-22,265.559998,266.709991,265.470001,266.600006,255.341064,1126500
2019-04-23,266.959991,269.190002,266.709991,268.899994,257.543884,2618300
2019-04-24,268.890015,269.209991,268.230011,268.369995,257.036255,1393400
2019-04-25,268.279999,268.880005,266.980011,268.269989,256.940552,1237400
2019-04-26,268.279999,269.540009,267.459991,269.500000,258.118561,2172600
2019-04-29,269.559998,270.410004,269.459991,269.839996,258.444244,1892500
2019-04-30,269.559998,270.309998,268.109985,270.010010,258.607025,2024600
2019-05-01,270.679993,270.869995,268.000000,268.040009,256.720245,2669400
2019-05-02,267.880005,268.799988,265.929993,267.510010,256.212646,3009000
2019-05-03,268.920013,270.320007,268.700012,270.049988,258.645294,1969000
2019-05-06,265.649994,269.359985,265.309998,268.980011,257.620544,3966900
2019-05-07,266.480011,267.079987,262.480011,264.619995,253.444656,4752500
2019-05-08,264.140015,265.820007,263.470001,264.100006,252.946640,2662500
2019-05-09,261.940002,263.839996,260.200012,263.290009,252.170837,3094800
2019-05-10,262.369995,265.380005,259.269989,264.519989,253.348892,3131900
2019-05-13,259.369995,260.339996,257.070007,258.029999,247.132980,5548200
2019-05-14,258.989990,261.820007,258.839996,260.269989,249.278397,4702600
2019-05-15,258.630005,262.450012,258.399994,261.809998,250.753342,2444100
2019-05-16,262.470001,265.600006,262.450012,264.209991,253.051956,3221500
2019-05-17,261.890015,265.019989,261.859985,262.609985,251.519577,2719500
2019-05-20,260.899994,262.109985,260.019989,260.820007,249.805176,2762600
2019-05-21,262.500000,263.510010,262.250000,263.029999,251.921814,2760500
2019-05-22,262.119995,263.290009,261.869995,262.309998,251.232193,3421500
2019-05-23,260.079987,260.100006,257.679993,259.239990,248.291840,3813200
2019-05-24,260.600006,260.989990,259.059998,259.690002,248.722839,1833100
2019-05-28,259.959991,260.959991,257.290009,257.359985,246.491257,2565900
2019-05-29,256.130005,256.519989,254.100006,255.589996,244.796021,4593500
2019-05-30,256.279999,257.179993,255.139999,256.299988,245.476013,2977200
2019-05-31,253.630005,254.490005,252.770004,252.869995,242.190872,3698600
2019-06-03,252.830002,253.960007,250.770004,252.119995,241.472549,3825600
2019-06-04,254.479996,257.760010,254.029999,257.670013,246.788177,3536300
2019-06-05,259.239990,259.880005,257.420013,259.850006,248.876114,2646500
2019-06-06,260.170013,262.260010,259.510010,261.540009,250.494736,2277500
2019-06-07,262.619995,265.290009,262.450012,264.149994,252.994522,1877400
2019-06-10,265.760010,267.100006,265.299988,265.390015,254.182175,2845900
2019-06-11,267.250000,267.649994,264.690002,265.339996,254.134247,1894500
2019-06-12,265.119995,265.700012,264.359985,264.839996,253.655411,1711900
2019-06-13,265.820007,266.359985,265.109985,266.019989,254.785538,1813700
2019-06-14,265.709991,266.290009,264.910004,265.619995,254.402451,1203300
2019-06-17,265.940002,266.559998,265.619995,265.859985,254.632278,1782500
2019-06-18,267.649994,269.660004,267.299988,268.510010,257.170410,2340700
2019-06-19,268.739990,269.720001,267.760010,269.220001,257.850403,1684500
2019-06-20,271.940002,272.190002,269.730011,271.730011,260.254425,3288100
2019-06-21,271.529999,272.790009,271.170013,271.410004,259.947937,2226000
2019-06-24,271.589996,271.920013,270.899994,271.059998,259.612701,3518400
2019-06-25,271.100006,271.130005,268.269989,268.380005,257.045898,2287100
2019-06-26,269.299988,269.820007,268.019989,268.119995,256.796844,2988700
2019-06-27,267.489990,268.190002,267.170013,267.670013,257.697998,2054600
2019-06-28,268.700012,269.549988,268.179993,269.149994,259.122833,2883300
2019-07-01,272.459991,272.649994,270.299988,271.440002,261.327545,4497900
2019-07-02,271.470001,272.250000,270.619995,272.230011,262.088135,3040700
2019-07-03,272.910004,274.369995,272.760010,274.320007,264.100250,2335800
2019-07-05,273.140015,274.250000,271.859985,273.970001,263.763306,3362500
2019-07-08,272.790009,273.059998,272.029999,272.600006,262.444336,3131800
2019-07-09,271.399994,273.220001,271.339996,272.940002,262.771698,2532900
2019-07-10,274.019989,275.190002,273.459991,274.209991,263.994354,2853200
2019-07-11,274.869995,275.109985,273.850006,274.760010,264.523804,2249400
2019-07-12,275.390015,276.190002,275.059998,276.109985,265.823517,2932300
2019-07-15,276.529999,276.549988,275.709991,276.179993,265.890991,1466200
2019-07-16,276.119995,276.269989,274.989990,275.279999,265.024506,1564000
2019-07-17,275.279999,275.399994,273.420013,273.420013,263.233795,1758100
2019-07-18,272.910004,274.790009,272.470001,274.420013,264.196564,3461100
2019-07-19,275.519989,275.540009,272.700012,272.950012,262.781311,2319400
2019-07-22,273.320007,274.109985,272.790009,273.609985,263.416656,1304100
2019-07-23,274.709991,275.500000,273.890015,275.489990,265.226624,1753000
